name,county,acres,year,date_end,date_start,month,days,total_acres_burned,total_fires
Border 11 Fire,San Diego,100,2020,07/29/2020,7/28/2020,7,1,17825,6
Antelope Fire,Sierra,102,2020,2/20/2020,2/17/2020,2,3,47131,2
Redwood Fire,Humboldt,102,2020,10/24/2020,10/23/2020,10,1,1032890,5
Rabbit Fire,Riverside,104,2020,7/31/2020,7/30/2020,7,1,67558,26
Gulch Fire,Sonoma,107,2020,6/8/2020,6/6/2020,6,2,430952,4
Sheridan Fire,Alameda,108,2020,7/5/2020,7/4/2020,7,1,396985,3
Power Fire,Madera,108,2020,7/15/2020,7/11/2020,7,4,381427,7
Nelson Fire,Placer,110,2020,6/18/2020,6/18/2020,6,0,933,6
Clark Fire,Butte,110,2020,8/14/2020,8/14/2020,8,0,529,9
San Antonio Fire,Santa Barbara,111,2020,9/18/2020,9/16/2020,9,2,2358,4
Pitzer Fire,San Bernardino,119,2020,7/20/2020,7/17/2020,7,3,23501,7
Iris Fire,Mono,120,2020,8/12/2020,7/21/2020,7,22,400,2
Post Fire,Los Angeles,120,2020,8/4/2020,8/2/2020,8,2,39399,13
Colleen Fire,Santa Clara,126,2020,6/7/2020,6/4/2020,6,3,402809,7
Smoketree Fire,Riverside,129,2020,6/7/2020,6/2/2020,6,5,67558,26
Fork Fire,Tulare,130,2020,6/22/2020,6/18/2020,6,4,1397,3
San Dimas Fire,Los Angeles,131,2020,11/7/2020,11/6/2020,11,1,39399,13
Dersch Fire,Shasta,133,2020,10/27/2020,10/25/2020,10,2,57099,6
Rabbit Fire,Madera,135,2020,7/21/2020,7/20/2020,7,1,381427,7
Avacado Fire,Butte,136,2020,7/3/2020,6/30/2020,6,3,529,9
Hill Fire,Colusa,138,2020,7/25/2020,7/24/2020,7,1,1033371,4
Lakeville Fire,Sonoma,141,2020,6/6/2020,6/5/2020,6,1,430952,4
Coyote Fire,Santa Clara,143,2020,8/26/2020,8/21/2020,8,5,402809,7
Jack Fire,Riverside,145,2020,7/25/2020,7/24/2020,7,1,67558,26
Patterson Fire,San Joaquin,150,2020,7/6/2020,7/6/2020,7,0,396863,3
Cypress Fire,Riverside,150,2020,11/03/2020,11/1/2020,11,2,67558,26
Cypress Fire,San Bernardino,150,2020,11/03/2020,11/1/2020,11,2,23501,7
Vineyard Fire,Mendocino,151,2020,6/10/2020,6/9/2020,6,1,1035213,9
Acres Fire,Madera,152,2020,05/21/2020,5/21/2020,5,0,381427,7
Grizzly Fire,Glenn,154,2020,3/5/2020,3/2/2020,3,3,1053624,6
Hollister Fire,Santa Barbara,156,2020,5/9/2020,5/7/2020,5,2,2358,4
Soda Fire,San Luis Obispo,157,2020,7/5/2020,7/3/2020,7,2,14319,16
Baker Fire,Kern,165,2020,6/18/2020,6/17/2020,6,1,12859,6
Bruder Fire,San Bernardino,170,2020,10/16/2020,10/15/2020,10,1,23501,7
Cornell Fire,Ventura,174,2020,12/8/2020,12/7/2020,12,1,4277,4
Mina Fire,Mendocino,177,2020,8/12/2020,8/10/2020,8,2,1035213,9
Castaic Fire,Los Angeles,178,2020,9/14/2020,8/1/2020,8,44,39399,13
Mann Fire,Riverside,180,2020,03/06/2020,3/3/2020,3,3,67558,26
Carrizo Fire,San Luis Obispo,183,2020,8/12/2020,8/12/2020,8,0,14319,16
Brook Fire,San Bernardino,185,2020,8/1/2020,7/29/2020,7,3,23501,7
Cornetts Fire,Mariposa,191,2020,6/16/2020,6/13/2020,6,3,324,3
Hunter Fire,Monterey,195,2020,6/25/2020,6/21/2020,6,4,56108,8
Elsmere Fire,Los Angeles,200,2020,8/6/2020,8/3/2020,8,3,39399,13
Cerritos Fire,Riverside,200,2020,12/04/2020,12/3/2020,12,1,67558,26
Diablo Fire,Stanislaus,202,2020,6/26/2020,6/25/2020,6,1,396951,4
R-3 Fire,Lassen,210,2020,6/26/2020,6/24/2020,6,2,40815,11
Texas Fire,Los Angeles,210,2020,9/14/2020,8/6/2020,8,39,39399,13
Baseball Fire,Glenn,211,2020,3/3/2020,2/25/2020,2,7,1053624,6
Baseball Fire,Mendocino,211,2020,3/3/2020,2/25/2020,2,7,1035213,9
Bitterwater Fire,Monterey,211,2020,06/08/2020,6/7/2020,6,1,56108,8
Springs Fire,Tulare,217,2020,6/22/2020,6/19/2020,6,3,1397,3
Dam Fire,Los Angeles,220,2020,8/14/2020,7/30/2020,7,15,39399,13
Bradley Fire,Monterey,230,2020,6/9/2020,6/8/2020,6,1,56108,8
Martindale Fire,Los Angeles,230,2020,9/30/2020,9/28/2020,9,2,39399,13
Sheep Fire,Kern,233,2020,7/31/2020,7/30/2020,7,1,12859,6
Acres Fire,Madera,237,2020,06/01/2020,6/1/2020,6,0,381427,7
Karen Fire,Riverside,250,2020,7/28/2020,7/25/2020,7,3,67558,26
Hollow Fire,Alameda,253,2020,7/19/2020,7/16/2020,7,3,396985,3
Bend Fire,San Luis Obispo,263,2020,6/28/2020,6/25/2020,6,3,14319,16
Carter Fire,Imperial,275,2020,4/12/2020,4/4/2020,4,8,275,1
4-8 Fire,Glenn,275,2020,8/19/2020,8/17/2020,8,2,1053624,6
Point Fire (Shasta and Tehama County),Shasta,275,2020,10/27/2020,10/25/2020,10,2,57099,6
Point Fire (Shasta and Tehama County),Tehama,275,2020,10/27/2020,10/25/2020,10,2,1109723,8
Fort Fire,Kern,277,2020,8/7/2020,8/6/2020,8,1,12859,6
Aurora Fire,Mono,280,2020,7/2/2020,6/26/2020,6,6,400,2
R-1 Fire,Lassen,285,2020,8/12/2020,8/11/2020,8,1,40815,11
Johnson Fire,Los Angeles,290,2020,8/30/2020,8/28/2020,8,2,39399,13
California Fire,Contra Costa,298,2020,07/08/2020,7/6/2020,7,2,397234,7
Wildlife Fire,Solano,300,2020,6/4/2020,6/3/2020,6,1,365511,5
Elizabeth Fire,Ventura,300,2020,6/12/2020,6/10/2020,6,2,4277,4
Whale Fire,San Luis Obispo,320,2020,8/19/2020,8/15/2020,8,4,14319,16
Ridge Fire,Los Angeles,321,2020,7/30/2020,7/27/2020,7,3,39399,13
Pass Fire,San Luis Obispo,322,2020,8/5/2020,8/4/2020,8,1,14319,16
Platina Fire,Shasta,333,2020,7/27/2020,7/19/2020,7,8,57099,6
Rico Fire,Monterey,348,2020,6/23/2020,6/22/2020,6,1,56108,8
Park Fire,Santa Clara,353,2020,7/6/2020,7/4/2020,7,2,402809,7
Hensley Fire,Madera,400,2020,8/30/2020,8/30/2020,8,0,381427,7
Soda Fire,Kern,424,2020,8/12/2020,8/12/2020,8,0,12859,6
Avila Fire,San Luis Obispo,445,2020,6/19/2020,6/15/2020,6,4,14319,16
Candy Fire,Riverside,454,2020,9/30/2020,9/29/2020,9,1,67558,26
Bonadelle Fire,Madera,500,2020,7/3/2020,7/2/2020,7,1,381427,7
Valley Fire,Yuba,500,2020,7/15/2020,7/15/2020,7,0,2467,4
Meiss Fire,Sacramento,512,2020,8/14/2020,8/13/2020,8,1,6366,5
Hog Fire,Fresno,533,2020,7/8/2020,6/12/2020,6,26,414081,8
Badger Fire,Siskiyou,557,2020,7/28/2020,7/18/2020,7,10,86101,5
Sites Fire,Colusa,560,2020,8/5/2020,8/2/2020,8,3,1033371,4
R-2 Fire,Lassen,563,2020,6/26/2020,6/23/2020,6,3,40815,11
R-8 Pinecone Fire,Lassen,567,2020,8/31/2020,8/26/2020,8,5,40815,11
Lake Fire,San Luis Obispo,583,2020,NA,7/5/2020,7,NA,14319,16
Trimmer Fire,Fresno,594,2020,8/20/2020,8/4/2020,8,16,414081,8
Beale Fire,Yuba,600,2020,8/3/2020,8/2/2020,8,1,2467,4
Rowher Fire,Los Angeles,648,2020,7/5/2020,7/1/2020,7,4,39399,13
Amoruso Fire,Placer,670,2020,NA,6/1/2020,6,NA,933,6
Stump Fire,Tehama,684,2020,9/14/2020,8/1/2020,8,44,1109723,8
Drum Fire,Santa Barbara,696,2020,06/16/2020,6/14/2020,6,2,2358,4
Jones Fire,Nevada,705,2020,8/28/2020,8/17/2020,8,11,705,1
Elk Fire,Glenn,727,2020,8/17/2020,8/16/2020,8,1,1053624,6
Clay Fire,Sacramento,741,2020,7/30/2020,7/29/2020,7,1,6366,5
Cottonwood Fire,Merced,788,2020,07/29/2020,7/27/2020,7,2,3080,3
Lime Fire,Ventura,803,2020,6/17/2020,6/10/2020,6,7,4277,4
Bitter Fire,San Benito,813,2020,6/21/2020,6/16/2020,6,5,2298,2
Creek Fire,Mendocino,820,2020,8/21/2020,8/18/2020,8,3,1035213,9
Grade Fire,Tulare,1050,2020,6/26/2020,6/22/2020,6,4,1397,3
Airport Fire,Riverside,1087,2020,12/12/2020,12/1/2020,12,11,67558,26
India Fire,San Diego,1100,2020,6/12/2020,6/9/2020,6,3,17825,6
Oak Fire,Mendocino,1100,2020,9/14/2020,9/7/2020,9,7,1035213,9
Bullfrog Fire,Fresno,1185,2020,11/9/2020,9/12/2020,9,58,414081,8
Willow Fire,Yuba,1311,2020,9/14/2020,9/9/2020,9,5,2467,4
Scorpion Fire,Santa Barbara,1395,2020,06/01/2020,5/31/2020,5,1,2358,4
Walker Fire,Calaveras,1455,2020,6/20/2020,6/16/2020,6,4,3314,4
Coyote Fire,San Benito,1485,2020,7/18/2020,7/15/2020,7,3,2298,2
Soledad Fire,Los Angeles,1525,2020,7/10/2020,7/5/2020,7,5,39399,13
Soda Fire,San Luis Obispo,1680,2020,6/11/2020,6/10/2020,6,1,14319,16
Salt Fire,Calaveras,1783,2020,08/24/2020,8/18/2020,8,6,3314,4
Quail Fire,Solano,1837,2020,6/10/2020,6/6/2020,6,4,365511,5
Sanderson Fire,Riverside,1954,2020,12/14/2020,12/13/2020,12,1,67558,26
Pond Fire,San Luis Obispo,2005,2020,8/9/2020,8/1/2020,8,8,14319,16
Interstate 5 Fire,Kings,2060,2020,5/3/2020,5/3/2020,5,0,2060,1
Hills Fire,Fresno,2121,2020,08/24/2020,8/15/2020,8,9,414081,8
Fox Fire,Siskiyou,2188,2020,9/30/2020,9/16/2020,9,14,86101,5
Pass Fire,Merced,2192,2020,7/3/2020,6/28/2020,6,5,3080,3
Moc Fire,Tuolumne,2857,2020,8/30/2020,8/20/2020,8,10,2867,2
Poeville Fire,State of Nevada,2975,2020,7/6/2020,6/27/2020,6,9,2975,1
Holser Fire,Ventura,3000,2020,11/10/2020,8/17/2020,8,85,4277,4
Branch Fire,San Luis Obispo,3222,2020,8/1/2020,7/28/2020,7,4,14319,16
Bena Fire,Kern,4000,2020,7/3/2020,7/1/2020,7,2,12859,6
Ranch 2 Fire,Los Angeles,4237,2020,10/5/2020,8/13/2020,8,53,39399,13
Woodward Fire,Marin,4929,2020,10/2/2020,8/18/2020,8,45,4929,1
Range Fire,San Luis Obispo,5000,2020,5/28/2020,5/27/2020,5,1,14319,16
Grant Fire,Sacramento,5042,2020,6/17/2020,6/12/2020,6,5,6366,5
Crews Fire,Santa Clara,5513,2020,7/13/2020,7/5/2020,7,8,402809,7
Snow Fire,Riverside,6254,2020,10/06/2020,9/17/2020,9,19,67558,26
Bond Fire,Orange,6686,2020,12/10/2020,12/2/2020,12,8,33116,3
North Fire,Lassen,6882,2020,8/10/2020,8/2/2020,8,8,40815,11
Carmel Fire,Monterey,6901,2020,09/04/2020,8/18/2020,8,17,56108,8
Stagecoach Fire,Kern,7760,2020,8/18/2020,8/3/2020,8,15,12859,6
Hog Fire,Lassen,9564,2020,8/17/2020,7/18/2020,7,30,40815,11
Silverado Fire,Orange,12466,2020,11/7/2020,10/26/2020,10,12,33116,3
Blue Ridge Fire,Orange,13964,2020,11/7/2020,10/26/2020,10,12,33116,3
Valley Fire,San Diego,16390,2020,9/24/2020,9/5/2020,9,19,17825,6
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone),Tehama,19609,2020,10/9/2020,8/17/2020,8,53,1109723,8
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone),Glenn,19609,2020,10/9/2020,8/17/2020,8,53,1053624,6
Gold Fire,Lassen,22614,2020,8/12/2020,7/20/2020,7,23,40815,11
El Dorado Fire,San Bernardino,22744,2020,11/16/2020,9/5/2020,9,72,23501,7
El Dorado Fire,Riverside,22744,2020,11/16/2020,9/5/2020,9,72,67558,26
Sheep Fire,Plumas,29570,2020,9/9/2020,8/22/2020,8,18,29570,1
Mineral Fire,Fresno,29667,2020,7/26/2020,7/13/2020,7,13,414081,8
Lake Fire,Los Angeles,31089,2020,9/28/2020,8/12/2020,8,47,39399,13
Apple Fire,Riverside,33424,2020,11/18/2020,7/31/2020,7,110,67558,26
Loyalton Fire,Sierra,47029,2020,8/26/2020,8/14/2020,8,12,47131,2
River Fire,Monterey,48088,2020,09/04/2020,8/16/2020,8,19,56108,8
Zogg Fire,Shasta,56338,2020,10/13/2020,9/27/2020,9,16,57099,6
Zogg Fire,Tehama,56338,2020,10/13/2020,9/27/2020,9,16,1109723,8
Glass Fire,Napa,67484,2020,10/20/2020,9/27/2020,9,23,430785,4
Glass Fire,Sonoma,67484,2020,10/20/2020,9/27/2020,9,23,430952,4
July Complex,Siskiyou,83261,2020,8/20/2020,7/24/2020,7,27,86101,5
July Complex,Modoc,83261,2020,8/20/2020,7/24/2020,7,27,83321,3
CZU Lightning Complex (Including Warnella Fire),Santa Cruz,86509,2020,9/22/2020,8/16/2020,8,37,86509,1
CZU Lightning Complex (Including Warnella Fire),San Mateo,86509,2020,9/22/2020,8/16/2020,8,37,86509,1
LNU Lightning Complex,Napa,363220,2020,10/2/2020,8/17/2020,8,46,430785,4
LNU Lightning Complex,Solano,363220,2020,10/2/2020,8/17/2020,8,46,365511,5
LNU Lightning Complex,Lake,363220,2020,10/2/2020,8/17/2020,8,46,1395881,3
LNU Lightning Complex,Sonoma,363220,2020,10/2/2020,8/17/2020,8,46,430952,4
LNU Lightning Complex,Yolo,363220,2020,10/2/2020,8/17/2020,8,46,363220,1
Creek Fire,Fresno,379895,2020,12/24/2020,9/4/2020,9,111,414081,8
Creek Fire,Madera,379895,2020,12/24/2020,9/4/2020,9,111,381427,7
SCU Lightning Complex,Santa Clara,396624,2020,10/1/2020,8/16/2020,8,46,402809,7
SCU Lightning Complex,San Joaquin,396624,2020,10/1/2020,8/16/2020,8,46,396863,3
SCU Lightning Complex,Contra Costa,396624,2020,10/1/2020,8/16/2020,8,46,397234,7
SCU Lightning Complex,Alameda,396624,2020,10/1/2020,8/16/2020,8,46,396985,3
SCU Lightning Complex,Stanislaus,396624,2020,10/1/2020,8/16/2020,8,46,396951,4
August Complex (includes Doe Fire),Mendocino,1032648,2020,11/11/2020,8/16/2020,8,87,1035213,9
August Complex (includes Doe Fire),Humboldt,1032648,2020,11/11/2020,8/16/2020,8,87,1032890,5
August Complex (includes Doe Fire),Trinity,1032648,2020,11/11/2020,8/16/2020,8,87,1032765,3
August Complex (includes Doe Fire),Tehama,1032648,2020,11/11/2020,8/16/2020,8,87,1109723,8
August Complex (includes Doe Fire),Glenn,1032648,2020,11/11/2020,8/16/2020,8,87,1053624,6
August Complex (includes Doe Fire),Lake,1032648,2020,11/11/2020,8/16/2020,8,87,1395881,3
August Complex (includes Doe Fire),Colusa,1032648,2020,11/11/2020,8/16/2020,8,87,1033371,4
River Fire,Inyo,407,2013,2/28/2013,2/24/2013,2,4,407,1
Fawnskin Fire,San Bernardino,30,2013,4/22/2013,4/20/2013,4,2,1850,10
Gold Fire,Madera,274,2013,5/1/2013,4/30/2013,4,1,920,4
Panther Fire,Tehama,6896,2013,5/9/2013,5/1/2013,5,8,18720,4
Silverado Fire,Napa,75,2013,5/1/2013,4/30/2013,4,1,641,3
Yellow Fire,Sonoma,125,2013,5/3/2013,5/1/2013,5,2,3975,5
Summit Fire,Riverside,2956,2013,5/4/2013,5/1/2013,5,3,53538,18
Tres Pinos Fire,San Benito,354,2013,5/3/2013,5/3/2013,5,0,354,1
306 Fire,Glenn,217,2013,5/5/2013,5/1/2013,5,4,217,1
Lytle Fire,San Bernardino,75,2013,5/15/2013,5/13/2013,5,2,1850,10
Gorgonio Fire,Riverside,650,2013,5/5/2013,5/4/2013,5,1,53538,18
Grand Fire,Kern,4346,2013,5/21/2013,5/15/2013,5,6,6252,4
Grand Fire,Ventura,4346,2013,5/21/2013,5/15/2013,5,6,4410,2
54 Fire,Riverside,40,2013,5/17/2013,5/16/2013,5,1,53538,18
Lake Fire,Los Angeles,712,2013,5/18/2013,5/17/2013,5,1,31403,4
Lilly 2 Fire,Madera,91,2013,5/20/2013,5/19/2013,5,1,920,4
Cottontail Fire,San Luis Obispo,35,2013,5/20/2013,5/20/2013,5,0,815,6
Cherry Fire,Riverside,25,2013,5/20/2013,5/20/2013,5,0,53538,18
Water Fire,Riverside,90,2013,5/21/2013,5/21/2013,5,0,53538,18
Shelton Fire,San Joaquin,303,2013,5/30/2013,5/30/2013,5,0,303,1
Border Fire,San Diego,100,2013,5/23/2013,5/22/2013,5,1,14829,7
San Felipe Fire,San Diego,2650,2013,5/26/2013,5/23/2013,5,3,14829,7
Homestead Fire,San Luis Obispo,50,2013,5/25/2013,5/25/2013,5,0,815,6
Smiley Fire,Riverside,124,2013,5/25/2013,5/25/2013,5,0,53538,18
General Fire,San Diego,2500,2013,5/31/2013,5/26/2013,5,5,14829,7
White Fire,Santa Barbara,1984,2013,5/30/2013,5/27/2013,5,3,2154,2
Magic Fire,Los Angeles,149,2013,5/29/2013,5/28/2013,5,1,31403,4
Olive Fire,Santa Barbara,170,2013,5/29/2013,5/28/2013,5,1,2154,2
Branch Fire,San Luis Obispo,500,2013,6/3/2013,6/1/2013,6,2,815,6
Murphy Fire,Tuolumne,100,2013,6/2/2013,6/2/2013,6,0,258484,3
Lone Fire,Butte,298,2013,6/3/2013,6/3/2013,6,0,3039,5
Hathaway Fire,Riverside,0,2013,6/9/2013,6/9/2013,6,0,53538,18
Sonoma-Lake-Napa Unit Lightning Fires,Sonoma,28,2013,6/14/2013,6/10/2013,6,4,3975,5
Sonoma-Lake-Napa Unit Lightning Fires,Solano,28,2013,6/14/2013,6/10/2013,6,4,152,2
Sonoma-Lake-Napa Unit Lightning Fires,Lake,28,2013,6/14/2013,6/10/2013,6,4,414,9
Sonoma-Lake-Napa Unit Lightning Fires,Colusa,28,2013,6/14/2013,6/10/2013,6,4,28,1
152 Fire,Merced,124,2013,6/5/2013,6/4/2013,6,1,124,1
Lake Fire,Lake,30,2013,6/6/2013,6/5/2013,6,1,414,9
Powerhouse Fire,Los Angeles,30274,2013,6/8/2013,5/30/2013,5,9,31403,4
Vasco Fire,Alameda,240,2013,6/8/2013,6/8/2013,6,0,328,3
Viper Fire,Riverside,42,2013,6/8/2013,6/8/2013,6,0,53538,18
Roadrunner Fire,Amador,96,2013,6/13/2013,6/12/2013,6,1,96,1
Revis Fire,Madera,75,2013,6/14/2013,6/12/2013,6,2,920,4
Clinton Fire,Fresno,108,2013,6/13/2013,6/13/2013,6,0,23331,5
Carstens Fire,Mariposa,1708,2013,6/26/2013,6/16/2013,6,10,1708,1
PFE Fire,Placer,237,2013,6/13/2013,6/13/2013,6,0,27677,2
Michelle Fire,Fresno,35,2013,6/13/2013,6/13/2013,6,0,23331,5
Palmyrita Fire,Riverside,40,2013,6/15/2013,6/14/2013,6,1,53538,18
Rolling Fire,Madera,480,2013,6/18/2013,6/16/2013,6,2,920,4
California Fire,Solano,124,2013,6/18/2013,6/18/2013,6,0,152,2
Sierra Fire,Fresno,46,2013,6/19/2013,6/17/2013,6,2,23331,5
George Fire,Fresno,150,2013,6/25/2013,6/25/2013,6,0,23331,5
Mount Fire,Lake,25,2013,6/20/2013,6/20/2013,6,0,414,9
Mills Fire,San Bernardino,534,2013,7/1/2013,6/28/2013,6,3,1850,10
Concord Fire,Contra Costa,274,2013,7/1/2013,7/1/2013,7,0,3877,3
Freeman Fire,Monterey,105,2013,6/29/2013,6/29/2013,6,0,105,1
Kirker Fire,Contra Costa,492,2013,7/1/2013,7/1/2013,7,0,3877,3
Fox Fire (formally 3-7 Fire),Modoc,502,2013,7/5/2013,7/3/2013,7,2,667,3
Vina Fire,Tehama,200,2013,7/4/2013,7/4/2013,7,0,18720,4
Grant Fire,Alameda,50,2013,7/4/2013,7/4/2013,7,0,328,3
Fallon Fire,Alameda,38,2013,7/6/2013,7/6/2013,7,0,328,3
Chariot Fire,San Diego,7055,2013,7/15/2013,7/6/2013,7,9,14829,7
Adelaida Fire,San Luis Obispo,85,2013,7/7/2013,7/7/2013,7,0,815,6
McGanney Fire,Yuba,73,2013,7/8/2013,7/8/2013,7,0,73,1
Fiddler Fire,Shasta,43,2013,7/9/2013,7/9/2013,7,0,8372,5
Kyburz Fire,El Dorado,572,2013,7/11/2013,7/8/2013,7,3,889,4
Uvas Fire,Santa Clara,50,2013,7/12/2013,7/12/2013,7,0,90,2
Diablo Fire,Stanislaus,150,2013,7/13/2013,7/12/2013,7,1,150,1
Mountain Fire,Riverside,27531,2013,7/30/2013,7/15/2013,7,15,53538,18
Orleans Complex,Humboldt,0,2013,8/3/2013,8/3/2013,8,0,12503,2
Silverwood Fire,San Bernardino,75,2013,7/26/2013,7/25/2013,7,1,1850,10
Flume Fire,San Diego,25,2013,7/28/2013,7/28/2013,7,0,14829,7
Aspen Fire,Fresno,22992,2013,9/24/2013,7/22/2013,7,64,23331,5
Salmon River Complex,Siskiyou,14754,2013,8/31/2013,7/31/2013,7,31,14804,2
Branch Fire,Butte,92,2013,8/4/2013,8/1/2013,8,3,3039,5
Redlands Fire,Riverside,150,2013,7/17/2013,7/16/2013,7,1,53538,18
Relay Fire,Riverside,60,2013,8/4/2013,8/4/2013,8,0,53538,18
Water Fire,Kern,612,2013,7/25/2013,7/23/2013,7,2,6252,4
Pratt Fire,Mendocino,45,2013,7/23/2013,7/23/2013,7,0,225,3
Rancho Fire,Kern,500,2013,7/22/2013,7/19/2013,7,3,6252,4
Paskenta Fire,Tehama,195,2013,7/19/2013,7/19/2013,7,0,18720,4
Lakeville Fire,Sonoma,158,2013,7/26/2013,7/26/2013,7,0,3975,5
50 Fire,El Dorado,163,2013,7/19/2013,7/19/2013,7,0,889,4
50 Fire,Sacramento,163,2013,7/19/2013,7/19/2013,7,0,163,1
Heacock Fire,Riverside,40,2013,7/20/2013,7/19/2013,7,1,53538,18
Gilman Fire,Riverside,15,2013,7/19/2013,7/19/2013,7,0,53538,18
Chuckwagon Fire,Calaveras,31,2013,7/23/2013,7/22/2013,7,1,77,2
Power Fire,Tuolumne,1070,2013,8/14/2013,8/5/2013,8,9,258484,3
Falls Fire,Riverside,1383,2013,8/9/2013,8/5/2013,8,4,53538,18
Tram Fire,Riverside,60,2013,8/8/2013,8/6/2013,8,2,53538,18
Indian Fire,Lake,38,2013,8/7/2013,8/7/2013,8,0,414,9
Silver Fire,Riverside,20292,2013,8/12/2013,8/7/2013,8,5,53538,18
Corral Complex,Humboldt,12503,2013,8/12/2013,8/10/2013,8,2,12503,2
Cottonwood Fire,Siskiyou,50,2013,8/15/2013,8/15/2013,8,0,14804,2
Union Fire,El Dorado,116,2013,8/16/2013,8/16/2013,8,0,889,4
Sharp Fire,San Bernardino,243,2013,8/13/2013,8/8/2013,8,5,1850,10
Cloverdale Fire,Shasta,27,2013,8/14/2013,8/14/2013,8,0,8372,5
Swedes Fire,Butte,2264,2013,8/22/2013,8/16/2013,8,6,3039,5
American Fire,Placer,27440,2013,8/30/2013,8/10/2013,8,20,27677,2
Coyote Fire,Lassen,97,2013,8/12/2013,8/9/2013,8,3,97,1
Pierce Fire,Riverside,40,2013,8/16/2013,8/16/2013,8,0,53538,18
Double Fire,Lake,70,2013,8/18/2013,8/16/2013,8,2,414,9
Bridges Fire,Calaveras,46,2013,8/19/2013,8/17/2013,8,2,77,2
Cleghorn Fire,San Bernardino,110,2013,8/18/2013,8/17/2013,8,1,1850,10
Clover Fire,Shasta,8073,2013,9/15/2013,9/9/2013,9,6,8372,5
Plumas Lightning Complex (Hough),Plumas,513,2013,8/25/2013,8/18/2013,8,7,513,1
Shirley Fire,Kern,794,2013,8/24/2013,8/18/2013,8,6,6252,4
Burney Lightning Series (Warner Fire),Shasta,196,2013,8/23/2013,8/19/2013,8,4,8372,5
Sierra Fire,San Bernardino,200,2013,9/30/2013,9/24/2013,9,6,1850,10
Deer Fire,Tehama,11429,2013,8/29/2013,8/23/2013,8,6,18720,4
Gobblers Fire,San Bernardino,413,2013,8/20/2013,8/20/2013,8,0,1850,10
Fish Fire,Tulare,2060,2013,9/24/2013,8/24/2013,8,31,2194,2
Empire Fire,El Dorado,38,2013,8/24/2013,8/24/2013,8,0,889,4
Little Fire,San Bernardino,97,2013,8/30/2013,8/24/2013,8,6,1850,10
Chestnut Fire,San Mateo,41,2013,9/7/2013,9/7/2013,9,0,41,1
Morgan Fire,Contra Costa,3111,2013,9/14/2013,9/8/2013,9,6,3877,3
Angora Fire,Tulare,134,2013,9/24/2013,9/8/2013,9,16,2194,2
Liveoak Fire,San Bernardino,73,2013,9/12/2013,9/11/2013,9,1,1850,10
Madre Fire,Los Angeles,268,2013,9/28/2013,9/23/2013,9,5,31403,4
Davis Creek Complex,Modoc,97,2013,9/24/2013,9/5/2013,9,19,667,3
Tyler Fire,Nevada,52,2013,8/31/2013,8/31/2013,8,0,52,1
Centerville Fire,Butte,80,2013,9/1/2013,8/31/2013,8,1,3039,5
Rail Fire,Modoc,68,2013,9/5/2013,9/7/2013,9,-2,667,3
Rim Fire,Tuolumne,257314,2013,9/6/2013,8/17/2013,8,20,258484,3
Lyon Fire,San Diego,263,2013,9/12/2013,9/9/2013,9,3,14829,7
Lakeshore Fire,Lake,30,2013,9/15/2013,9/15/2013,9,0,414,9
Creek Fire,San Luis Obispo,94,2013,9/24/2013,9/24/2013,9,0,815,6
Highland Fire,Mendocino,98,2013,9/29/2013,9/28/2013,9,1,225,3
Putah Fire,Napa,376,2013,10/4/2013,10/3/2013,10,1,641,3
Crane Fire,Sonoma,159,2013,10/5/2013,10/4/2013,10,1,3975,5
DeLuz Fire,San Diego,2236,2013,10/9/2013,10/5/2013,10,4,14829,7
Summit Fire,Butte,305,2013,10/5/2013,10/4/2013,10,1,3039,5
Baker Fire,Orange,40,2013,10/9/2013,10/6/2013,10,3,40,1
Capay Fire,Yolo,163,2013,11/4/2013,11/4/2013,11,0,163,1
Dersch Fire,Shasta,33,2013,11/7/2013,11/7/2013,11,0,8372,5
Toro Fire,San Luis Obispo,51,2013,11/9/2013,11/8/2013,11,1,815,6
Cantwell Fire,Lake,120,2013,11/10/2013,11/8/2013,11,2,414,9
Silverado Fire,Napa,190,2013,11/23/2013,11/21/2013,11,2,641,3
Wheeler Fire,Ventura,64,2013,11/15/2013,11/14/2013,11,1,4410,2
Retek Fire,Mendocino,82,2013,11/22/2013,11/22/2013,11,0,225,3
McCabe Fire,Sonoma,3505,2013,11/27/2013,11/22/2013,11,5,3975,5
Bruner Fire,Lake,50,2013,11/24/2013,11/23/2013,11,1,414,9
Dam Fire,Lake,23,2013,11/24/2013,11/23/2013,11,1,414,9
Grant Fire,Santa Clara,40,2013,12/31/2013,12/31/2013,12,0,90,2
Campbell Fire,Tehama,865,2014,1/10/2014,1/2/2014,1,8,1090,2
Colby Fire,Los Angeles,1952,2014,1/27/2014,1/16/2014,1,11,2416,3
Red Fire,Humboldt,333,2014,1/8/2014,1/4/2014,1,4,543,2
Lake Fire,Fresno,106,2014,1/26/2014,1/25/2014,1,1,171,3
Gun Fire,San Diego,125,2014,3/11/2014,3/8/2014,3,3,11738,10
Encinal Fire,Monterey,400,2014,3/21/2014,3/19/2014,3,2,475,2
Van Buren Fire,Riverside,57,2014,3/29/2014,3/28/2014,3,1,57,1
Bridges Fire,Inyo,113,2014,4/21/2014,4/19/2014,4,2,113,1
